LOC_ID,gene_ID,unitpro,up_evalue,cel,cel_evalue,dmel,dmel_evalue,spur_acc,spur_evalue
LOC117684241,uncharacterized LOC117684241,B0JX03.1,2.9,H32C10.1a.1,3.2,ebd1-PA,0.86,XP_780522.4,1.95e-12
LOC105343761,J domain-containing protein DDB_G0295729,Q9DAG6.1,1.49e-21,F49E11.5.1,3.26e-14,CG8483-PA,1.23e-10,XP_011677085.2,5.11e-18
LOC105325610,translation initiation factor eIF-2B subunit gamma,P70541.2,1.4e-119,C15F1.4.1,5.54e-42,eIF2Bgamma-PA,1.38e-86,XP_030852139.1,1.03e-127
LOC105330888,geranylgeranyl transferase type-2 subunit alpha,Q5EA80.1,2.14e-165,M57.2a.2,5.19e-56,CG12007-PA,5.38e-70,XP_030831980.1,6.72e-81
LOC105330901,ethanolaminephosphotransferase 1-like,Q9C0D9.3,2.01e-117,F54D7.2.1,7.09e-90,CG33116-PA,7.42e-108,XP_030839310.1,1.17e-105
LOC109619440,uncharacterized LOC109619440,Q54JW9.1,1.83e-17,Y52B11A.2a.1,1.12e-09,Doc1-PA,3.8,XP_030832017.1,1.18e-13
LOC105324918,CDK5 regulatory subunit-associated protein 3-like,Q99LM2.1,4.44e-142,Y113G7B.16.1,1.29e-99,CG30291-PA,6.98e-81,XP_030856031.1,8.29e-147
LOC105318510,S-methyl-5'-thioadenosine phosphorylase,Q7ZV22.2,1.6e-134,B0228.7.3,7.35e-90,Mtap-PC,2.16e-113,XP_785380.2,2.07e-124
LOC105318503,mediator of RNA polymerase II transcription subunit 23,Q6P423.1,0,F39B2.4a.1,1.3e-49,MED23-PA,0,XP_030839199.1,0
LOC105348216,"carotenoid cleavage dioxygenase 8, chloroplastic",Q8VY26.1,1.15e-35,Y46G5A.24.1,2.48e-26,ninaB-PA,2.97e-16,XP_030835431.1,4.44e-33
LOC117684245,uncharacterized LOC117684245,P70453.2,9.98e-09,R153.1d.1,0.000133,dnc-PL,0.001,XP_030838542.1,7e-11
LOC117684247,uncharacterized LOC117684247,Q9U3W6.2,3.25e-07,E02H1.1.2,0.54,mab-21-PA,5.27e-08,XP_003729278.1,0.00073
LOC117684248,putative deoxyribonuclease TATDN2,Q93075.2,1.02e-44,Y37H2A.1b.1,5.71e-38,CG3358-PG,1.03e-11,XP_030828787.1,2.18e-46
LOC117684250,mediator of RNA polymerase II transcription subunit 23-like,Q6P423.1,0,F39B2.4a.1,2.09e-50,MED23-PA,0,XP_030839199.1,0
LOC117684252,uncharacterized LOC117684252,Q8IYB1.3,3.24e-06,W05E10.4c.2,4.6,mab-21-PA,6.48e-07,XP_795841.2,1.1
LOC117684251,"carotenoid cleavage dioxygenase 8, chloroplastic-like",Q8VY26.1,1.15e-35,Y46G5A.24.1,2.48e-26,ninaB-PA,2.97e-16,XP_030835431.1,4.44e-33
LOC117684253,ephrin type-A receptor 4a-like,F1N9Y5.2,7.07e-60,F11E6.8b.1,1.34e-46,hop-PA,2.07e-50,XP_030851832.1,2.28e-55
LOC105318492,transient receptor potential cation channel subfamily A member 1,Q7Z020.4,0,C29E6.2b.1,7.65e-84,TrpA1-PG,0,XP_030839506.1,0
LOC105325684,prolyl 3-hydroxylase 2,Q3V1T4.2,1.15e-59,Y73F8A.26a.1,5.63e-35,Muc68E-PA,1.4,XP_030848736.1,7.44e-59
LOC117684254,uncharacterized LOC117684254,C0LGS3.1,0.053,JC8.10b.1,5.6,kl-5-PC,1.2,XP_030852654.1,0.018
LOC105327975,tRNA 2-selenouridine synthase-like,A6QBB6.1,1.33e-32,H12D21.4.1,0.079,CG6000-PC,0.044,XP_030830423.1,4.5
LOC117684255,uncharacterized LOC117684255,P75495.1,0.057,K09H11.4.1,0.8,,,XP_030845320.1,6.32e-17
LOC117684256,putative nuclease HARBI1,Q17QR8.1,1.16e-57,T23B5.3a.1,2.1,CG43088-PA,5.92e-29,XP_030828697.1,1.75e-72
LOC117684257,heat shock 70 kDa protein 12A-like,O43301.2,2.93e-45,F11F1.1a.1,0.015,Hsp70Ba-PA,2.1,XP_011671541.2,5.51e-50
LOC105324957,perlucin-like,Q2LK54.1,5.48e-23,ZK1193.2a.1,7.51e-13,tfc-PC,7.33e-16,XP_001197720.3,8.86e-19
LOC105335257,uncharacterized LOC105335257,Q86Y13.2,0.069,C01B10.10.1,1.3,,,XP_030845857.1,4.8
LOC105342281,uncharacterized LOC105342281,A9BXZ7.1,0.091,ZK1151.1m.1,0.28,CG6664-PC,0.63,XP_030851814.1,3.3e-13
LOC105335248,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,G5E8K5.1,1.87e-93,Y71A12B.4.1,0,nompC-PF,0,XP_030838910.1,0
LOC105342319,uncharacterized LOC105342319,C0LGS3.1,0.9,ZC155.5a.1,1.4,Pi3K68D-PD,2.5,XP_030829609.1,0.12
LOC105339057,eukaryotic translation initiation factor 2 subunit 1,P68101.2,7.17e-165,Y37E3.10a.1,1.06e-118,eIF2alpha-PB,4.17e-115,XP_030839230.1,5.05e-152
LOC105339056,non-specific lipid-transfer protein,Q07598.1,0,Y57A10C.6.1,1.21e-164,ScpX-PA,0,XP_030830383.1,0
LOC105337700,dehydrogenase/reductase SDR family member on chromosome X,Q8N5I4.2,1.27e-67,C15H11.4.2,6.57e-34,CG11200-PC,4.4e-45,XP_781957.1,3.97e-62
LOC105330823,nipped-B-like protein B,Q6KCD5.1,0,Y43H11AL.3a.1,0,Nipped-B-PF,0,XP_030852100.1,0
LOC105335165,HEAT repeat-containing protein 1,Q7SY48.1,0,ZK430.1.1,1.62e-46,l(2)k09022-PA,3.08e-117,XP_030852588.1,0
LOC105334750,histone H2A deubiquitinase MYSM1,Q69Z66.2,1.13e-132,Y113G7B.23a.1,6.75e-07,CG4751-PA,3.54e-16,XP_030852851.1,3.88e-94
LOC117684259,uncharacterized LOC117684259,Q16363.4,2.87e-27,K08C7.3e.1,3.79e-24,LanA-PA,1.33e-18,XP_030842937.1,6.48e-22
LOC105320662,ATPase ASNA1 homolog,B0WEV5.1,1.98e-171,ZK637.5.1,7.65e-113,CG1598-PA,3.4e-163,XP_796894.1,4.9e-149
LOC117684260,bone morphogenetic protein 4-like,P30884.1,7.84e-13,T25F10.2.2,5.52e-11,myo-PD,2.45e-09,NP_999793.1,1.2e-10
LOC105320628,SCY1-like protein 2,Q8CFE4.1,2.37e-62,ZC581.9b.1,2.62e-39,bma-PE,6.87e-87,XP_030845522.1,2.75e-57
LOC105325873,mucolipin-3,Q8R4F0.1,2.61e-149,R13A5.1c.1,3.03e-103,Trpml-PA,1.95e-156,XP_030852304.1,2.46e-119
LOC105342063,ATPase family AAA domain-containing protein 2,Q9ULI0.3,0,F11A10.1b.1,0,TER94-PA,2.51e-57,XP_030838720.1,0
LOC117684263,tetraspanin-18-like,P27701.1,1.05e-13,B0563.2.2,2.01e-15,Tsp96F-PC,9.9e-10,XP_030845566.1,1.15e-16
LOC105342055,fidgetin-like protein 1,Q6PIW4.2,0,F32D1.1a.2,5.73e-112,Fign-PB,2.14e-76,XP_030842170.1,0
LOC117684264,uncharacterized LOC117684264,Q9DBL7.2,0.3,R90.1.1,2,CG33278-PA,9.4,XP_030849416.1,3.1
LOC117684265,uncharacterized LOC117684265,Q9DBL7.2,0.3,R90.1.1,2,CG33278-PA,9.4,XP_030849416.1,3.1
LOC117684266,uncharacterized LOC117684266,Q9DBL7.2,0.3,R90.1.1,2,CG33278-PA,9.4,XP_030849416.1,3.1
LOC105342052,RNA polymerase I-specific transcription initiation factor RRN3,Q9NYV6.1,5.3e-140,C36E8.1.2,6.54e-35,Tif-IA-PA,3.59e-82,XP_030840005.1,2.22e-130
LOC105342049,caspase-7,P55214.1,3.02e-72,C48D1.2b.1,6.37e-25,Drice-PA,8.53e-53,XP_030851381.1,1.21e-54
LOC105349038,uncharacterized LOC105349038,O75832.1,1.17e-14,B0350.2f.2,2.01e-11,CG3104-PC,2.47e-13,XP_030852451.1,8.52e-13
LOC105349036,titin homolog,Q8T5T1.1,0.098,F36F2.6.1,1.3,,,XP_030833545.1,0.000118
LOC105329622,SUN domain-containing protein 2,O94901.3,1.17e-74,F54B11.3a.1,1.42e-36,koi-PB,9.52e-68,XP_030840755.1,1.29e-67
LOC117684273,uncharacterized LOC117684273,Q6FT37.1,0.032,T23B5.1b.1,0.39,CG42749-PB,9.45e-59,XP_030849971.1,0.38
LOC105321737,heat shock 70 kDa protein 12A,O43301.2,1.16e-103,F11F1.1a.1,2.61e-07,Hsp68-PA,0.027,XP_011671541.2,2.98e-90
LOC117684274,uncharacterized LOC117684274,Q54YZ4.1,0.31,T23B5.1b.1,0.24,CG42749-PB,2.11e-60,XP_030849971.1,0.058
LOC105329621,uncharacterized LOC105329621,P86734.1,1.86e-11,C07A9.7a.1,9.5,dob-PA,0.29,XP_030829649.1,1.44e-07
LOC117684275,"NADPH:adrenodoxin oxidoreductase, mitochondrial-like",P82861.1,1.5e-177,Y62E10A.6.1,2.69e-78,dare-PA,1.41e-135,XP_790150.2,3.94e-171
LOC117684276,heat shock 70 kDa protein 12A-like,O43301.2,1.13e-90,F11F1.1a.1,6.8e-07,Hsp68-PA,0.031,XP_011671541.2,3.13e-73
LOC105329631,uncharacterized LOC105329631,Q32KR8.1,1.61e-130,W06A7.3f.1,0.82,,,XP_011666606.1,1.91e-118
LOC117680503,uncharacterized LOC117680503,P54922.1,1.39e-124,C05A9.1b.1,0.4,Cyp12b2-PA,0.75,XP_011666606.1,5.67e-113
LOC117684278,uncharacterized LOC117684278,Q9U3W6.2,8.57e-06,C05D10.4a.1,1.8,CG12970-PC,0.19,XP_003729278.1,0.003
LOC109618139,sacsin-like,Q9NZJ4.2,1.75e-173,T03F6.2.1,4.3,mrj-PA,0.039,XP_030850950.1,0
LOC117684280,uncharacterized LOC117684280,P24575.1,0.25,T07C4.8.1,0.17,CG6678-PA,0.024,XP_030841874.1,7.65e-28
LOC105341976,uncharacterized LOC105341976,P83293.1,0.00018,ZK622.2.1,6.35e-05,Gr64a-PA,4.39e-05,XP_003730759.2,8.85e-14
LOC105341981,fucolectin-6,Q9I926.1,1.43e-05,C53A5.6a.1,2.7,CG9095-PA,4.42e-09,XP_030835556.1,0.000338
LOC105332514,uncharacterized LOC105332514,Q8CBB9.1,0.34,Y20F4.8.1,1.86e-06,Fnta-PB,3.5,XP_030833438.1,0
LOC105332962,mucin-2-like,B3EWY9.1,1.22e-103,Y64G10A.7e.1,5.71e-45,frac-PC,8.52e-65,XP_030853966.1,0
LOC105327442,uncharacterized LOC105327442,O73791.1,1.18e-05,Y47H9C.4a.1,0.008,drpr-PD,2.65e-07,XP_030828309.1,3.8e-05
LOC117684281,uncharacterized LOC117684281,Q9Z2P8.1,2.35e-05,F23H12.1.2,7e-08,nSyb-PI,0.29,XP_011674189.2,5.39e-08
LOC105334184,cell migration-inducing and hyaluronan-binding protein-like,Q5FWI3.1,3.34e-100,Y75B8A.21.1,1.2,CG7342-PB,3.4,XP_030842248.1,4.93e-38
LOC105334187,uncharacterized LOC105334187,B2RFN2.1,1.7,K03H1.4.2,5.5,Slc45-1-PD,1.7,XP_030837739.1,0.45
LOC117684282,perlucin-like protein,P86854.1,1.74e-15,ZK1193.2a.1,1.99e-11,lectin-22C-PB,1.55e-08,XP_030850863.1,2.92e-14
LOC105348503,perlucin-like protein,P82596.3,1.25e-14,ZK1193.2a.1,3.98e-07,rgn-PD,1.66e-06,XP_030841947.1,3.76e-13
LOC105348511,transmembrane protease serine 9,P03952.1,2.32e-47,ZK546.15.1,1.32e-29,CG10663-PD,1.52e-34,XP_030835556.1,6.53e-37
LOC117684283,CUB and peptidase domain-containing protein 1-like,P98073.3,2.27e-41,ZK546.15.1,2.66e-32,CG11836-PI,1.4e-41,XP_030843483.1,3.3e-44
LOC105346803,fibrillin-2,P46530.1,0,F47C12.2.1,8.98e-106,N-PB,0,XP_030828266.1,0
LOC105348537,annexin A7,P20073.3,2.77e-125,T07C4.9a.1,1.23e-93,AnxB9-PF,6.29e-93,XP_030834955.1,7.77e-123
LOC105335245,serine-rich adhesin for platelets,B3EWY9.1,1.95e-86,Y64G10A.7c.1,7.91e-53,frac-PC,2.38e-55,XP_030853966.1,1.54e-177
LOC117680645,uncharacterized LOC117680645,A0A2Z5TM64.1,0.74,T27E7.5.1,0.43,Ir94e-PA,0.2,XP_030842154.1,4.2
LOC105318334,uncharacterized LOC105318334,Q98SH2.2,0.89,C56A3.4b.1,5.1,Lrrk-PC,1.3,XP_030840533.1,5.16e-10
LOC117684286,annexin A7-like,P20072.2,1.76e-110,T07C4.9b.2,1.12e-83,AnxB9-PF,6.96e-70,XP_030834957.1,1.23e-107
LOC105328823,V-type proton ATPase 116 kDa subunit a,Q9Z1G4.3,0,ZK637.8f.1,0,Vha100-1-PA,0,XP_030853624.1,0
LOC117684287,E3 SUMO-protein ligase KIAA1586-like,Q5SVZ6.1,1.15e-13,M18.2.1,0.23,CG13185-PD,2.8,XP_030843567.1,2.43e-28
LOC105330920,receptor-type tyrosine-protein phosphatase T,Q9IBD8.1,1.99e-43,C09D8.1e.1,1.57e-36,Ptp10D-PH,1.87e-42,XP_783327.3,3.17e-45
LOC117684288,receptor-type tyrosine-protein phosphatase T-like,O14522.6,3.12e-62,C09D8.1h.1,1.22e-57,Ptp99A-PG,3.41e-50,XP_030845680.1,3.18e-66
LOC105330922,uncharacterized LOC105330922,Q99M80.2,6.24e-56,C09D8.1c.1,1.35e-52,Lar-PD,2.46e-49,XP_030852716.1,2.81e-58
LOC109617047,receptor-type tyrosine-protein phosphatase C-like,Q99M80.2,2.06e-52,C09D8.1c.1,1.58e-47,Lar-PD,1.59e-44,XP_030852170.1,9.75e-54
LOC105317535,receptor-type tyrosine-protein phosphatase F,Q9BMN8.1,6.44e-38,C09D8.1e.1,4.81e-39,Lar-PD,1.65e-31,XP_030852107.1,7.17e-41
LOC117684289,receptor-type tyrosine-protein phosphatase C-like,P18433.3,6.04e-10,C09D8.1g.1,6.06e-06,Ptp4E-PB,8.33e-08,XP_030851934.1,1.24e-10
LOC105341828,receptor-type tyrosine-protein phosphatase epsilon,P18433.3,4.13e-63,C09D8.1l.1,2.16e-55,Ptpmeg2-PH,3.91e-54,XP_030852105.1,5.6e-66
LOC105317540,ABC transporter F family member 4,P34351.1,1.33e-05,T14D7.3.1,6.73e-07,Ppn-PF,2,XP_011674189.2,0.005
LOC105317543,regulatory-associated protein of mTOR,Q8K4Q0.1,0,C10C5.6a.1,1.81e-142,raptor-PC,0,XP_030840519.1,0
LOC105337911,fibrillin-2,P07207.3,0,F47C12.2.1,6.28e-110,N-PB,0,XP_030828266.1,0
LOC117684291,regulatory-associated protein of mTOR-like,Q8K4Q0.1,0,C10C5.6d.1,1.85e-142,raptor-PC,0,XP_030840519.1,0
LOC117684292,xylosyltransferase oxt-like,Q5QQ53.1,0,Y50D4C.4a.2,2.89e-117,oxt-PB,0,XP_030840763.1,1.56e-180
LOC117684293,uncharacterized protein PF11_0207-like,A1E2V0.1,1.83e-13,K11D12.9.1,1.26e-06,Diap2-PB,6.4e-09,XP_003730074.2,1.15e-05
LOC117684294,UPF0489 protein C5orf22 homolog,Q6PAE6.1,5.93e-09,K09F6.3.1,0.86,MESR6-PA,1.74e-06,XP_781846.2,0.001
LOC117684295,acyl-CoA desaturase-like,Q92038.2,1.7e-147,F10D2.9.1,5.99e-111,Desat1-PD,4.53e-119,XP_030835158.1,1.49e-133
LOC117680446,acyl-CoA desaturase-like,Q92038.2,8.3e-139,F10D2.9.1,1.39e-106,Desat1-PD,1.58e-109,XP_790128.3,9.84e-129
LOC105346130,cyclin-dependent kinase 1,P51958.1,0,T05G5.3.2,3.82e-156,Cdk1-PA,2.1e-168,XP_781415.1,4.66e-168
LOC105332076,uncharacterized LOC105332076,O60290.2,3.02e-16,F01G10.4.1,1.1,muskelin-PA,5.7,XP_030849957.1,2.47e-15
LOC105335419,mitotic spindle assembly checkpoint protein MAD2A,Q13257.1,1.39e-90,Y69A2AR.30a.3,4.02e-61,mad2-PA,1.45e-49,XP_797532.4,6.39e-83
LOC117684296,putative inhibitor of apoptosis,Q13490.2,1.11e-12,K11D12.9.1,2.4e-08,Diap1-PF,0.001,XP_003730074.2,1.7e-07
LOC105346131,xylosyltransferase oxt,Q5QQ53.1,0,Y50D4C.4a.2,2.39e-116,oxt-PB,0,XP_030840763.1,0
LOC117684297,cyclin-dependent kinase 1-like,P51958.1,0,T05G5.3.2,3.82e-156,Cdk1-PA,2.1e-168,XP_781415.1,4.66e-168
LOC117684298,UPF0193 protein EVG1-like,Q9BZE7.1,1.84e-42,W03B1.2.1,0.4,CG5280-PA,2.52e-12,XP_030839962.1,5.28e-50
LOC105335417,acyl-CoA desaturase,Q92038.2,1.45e-138,F10D2.9.1,1.42e-106,Desat1-PD,8.68e-110,XP_030835158.1,3.41e-129
LOC117684300,mitotic spindle assembly checkpoint protein MAD2A-like,Q13257.1,1.39e-90,Y69A2AR.30a.3,4.02e-61,mad2-PA,1.45e-49,XP_797532.4,6.39e-83
LOC105335810,probable G-protein coupled receptor B0563.6,Q11082.2,1.88e-19,B0563.6b.1,1.52e-20,CG33639-PD,5.91e-16,XP_030846179.1,7.51e-06
LOC105331781,glutathione hydrolase-like YwrD proenzyme,O05218.1,1.32e-104,C53D5.5b.2,8.01e-37,CG4829-PD,5.3e-31,XP_030848199.1,3.07e-40
LOC105345095,high-affinity choline transporter 1,Q9VE46.2,0,C48D1.3.1,0,ChT-PB,1.42e-175,XP_011674000.2,6.9e-180
LOC105336482,neurocalcin-delta,B3DLU1.1,1.88e-66,F10G8.5.1,1.13e-48,Nca-PA,1.67e-66,XP_030838730.1,5.04e-64
LOC105336400,cytochrome P450 10,P48416.1,6.28e-162,ZK177.5.2,4.12e-54,Cyp49a1-PC,3.23e-61,XP_781842.1,1.1e-93
LOC117684301,U3 small nucleolar RNA-associated protein 6 homolog,Q8VCY6.1,1.84e-40,M03F8.3a.1,0.27,CG7246-PA,2.2e-10,XP_030853439.1,7.56e-52
LOC105332408,uncharacterized LOC105332408,P41233.4,0,Y39D8C.1.1,0,Abca3-PD,3.54e-103,XP_030838885.1,0
LOC105332352,probable E3 ubiquitin-protein ligase bre1,F4JZY1.1,0.1,F25C8.3a.1,0.58,,,XP_030853464.1,0.37
LOC117684302,uncharacterized LOC117684302,Q71RQ7.1,0.000181,T03F1.10.1,6.65e-08,CG4115-PA,1.7,XP_030855721.1,2.27e-05
LOC105332350,uncharacterized LOC105332350,P10716.1,0.002,F40G9.10.1,5.85e-06,Cont-PA,0.015,XP_030848933.1,1.14e-05
LOC117684303,uncharacterized LOC117684303,P05140.2,0.000282,T03F1.10.1,9.23e-08,CG11211-PA,0.037,XP_030855721.1,1.07e-07
LOC105332347,cell surface hyaluronidase,Q5FWI3.1,3.14e-134,T05E12.3.1,9.4,,,XP_030842248.1,2.17e-36
LOC117684304,cell migration-inducing and hyaluronan-binding protein-like,Q5FWI3.1,5.45e-133,F45F2.5.1,1.7,CG9925-PA,7.7,XP_030842248.1,1.82e-35
LOC105322878,follistatin-related protein 5,Q8N475.2,1.65e-120,F15G9.4b.1,2.76e-10,otk-PB,1.84e-11,XP_030835975.1,1.63e-107
LOC105317402,ubiquitin-conjugating enzyme E2 2,P35129.1,1.22e-101,M7.1.1,1.07e-102,eff-PC,6.02e-102,XP_030835353.1,4.01e-90
LOC117684305,vicilin-like seed storage protein At2g18540,P07942.2,7.22e-07,T22A3.8.1,0.004,CG33096-PG,9.4,XP_030833545.1,3.81e-06
LOC117684306,uncharacterized LOC117684306,Q9FYB7.1,0.56,F40F12.9b.1,0.22,AP-2sigma-PA,0.43,XP_030840360.1,3.13e-54
LOC105317404,sodium-coupled monocarboxylate transporter 1,Q7T384.1,7.8e-174,ZK822.5a.2,1.52e-78,CG10444-PA,1.49e-116,XP_030838764.1,0
LOC117684307,vicilin-like seed storage protein At2g18540,Q99KW3.3,0.024,K08C7.3c.1,2.85e-05,,,XP_030834105.1,1.99e-13
LOC117684308,bombesin receptor subtype-3-like,O15973.1,2.2e-16,K10B4.4.1,1.64e-15,CapaR-PB,1.59e-07,XP_030855804.1,1.09e-13
LOC117684310,melatonin receptor type 1C-like,P49288.1,2.96e-27,ZK455.3.1,2.93e-17,AdoR-PB,1.8e-18,XP_030838615.1,1.29e-58
LOC117680529,"beta-1,3-galactosyltransferase 5-like",Q9N294.1,1.96e-28,F48F7.3.1,2.6e-17,CG11357-PD,2.83e-27,XP_030833898.1,1.59e-32
LOC117684311,piggyBac transposable element-derived protein 4-like,Q96DM1.3,8.15e-10,F54D12.1.1,1.7,CG10274-PB,0.5,XP_011675637.2,4.68e-21
LOC117684312,uncharacterized LOC117684312,B0TR07.2,0.28,Y22D7AR.14.1,2.3,CG31183-PB,2.1,XP_030843793.1,3.16e-05
LOC109618464,adhesion G-protein coupled receptor G2,Q95NT6.1,1.41e-14,B0457.1b.1,4.87e-07,mthl10-PG,1.05e-12,XP_030842074.1,1.11e-24
LOC117684313,latrophilin-like protein LAT-2,Q7SY09.2,1e-10,B0286.2b.1,1.24e-11,mthl10-PA,6.98e-07,XP_030829762.1,1.48e-22
LOC117684314,G-protein coupled receptor Mth2-like,Q95NT6.1,1.86e-15,B0286.2b.1,1.55e-11,mthl10-PG,5.6e-14,XP_003723284.2,1.05e-25
LOC117684315,"dynein light chain 4, axonemal-like",Q9DCM4.2,5.43e-57,T26A5.9.3,2.57e-16,CG8407-PB,3.33e-49,XP_794465.1,4.88e-62
LOC105326004,perlucin-like protein,P07898.2,3.32e-16,ZK1193.2a.1,4.45e-10,lectin-22C-PB,8.71e-09,XP_001201264.1,2.13e-17
LOC105326003,low affinity immunoglobulin epsilon Fc receptor-like,P07307.2,0.002,C25B8.4c.1,0.85,Gs2-PA,4.3,XP_030844462.1,0.014
LOC105323962,cadherin-23,Q9H251.2,4.56e-78,F15B9.7a.1,2.03e-49,Cad88C-PB,1.96e-80,XP_030835750.1,6.86e-62
LOC105319201,cadherin-23,Q9H251.2,7.53e-145,R10F2.1.1,1.52e-63,Cad88C-PB,1.06e-143,XP_030835034.1,1.08e-112
LOC117684316,cadherin-23-like,Q9H251.2,4.74e-145,W02B9.1b.2,1.55e-58,Cad88C-PB,8.93e-143,XP_030835750.1,9.67e-122
LOC105319194,protocadherin-like wing polarity protein stan,P58365.1,3.92e-65,F15B9.7a.1,1.34e-44,Cad88C-PB,9.59e-61,XP_030836540.1,9.6e-56
LOC105319191,probable assembly chaperone of rpl4,Q1MTN8.2,4.09e-34,K04G7.3a.2,0.005,Cdc23-PB,0.001,XP_003728431.2,1.09e-110
LOC105323727,uncharacterized protein K02A2.6-like,P0CT36.1,2.68e-73,K02F6.1.1,0.12,,,XP_011672013.2,0
LOC105319189,receptor-type tyrosine-protein phosphatase epsilon,P18433.3,1.09e-78,C09D8.1c.1,1.08e-57,Lar-PD,1.28e-60,XP_030845984.1,3.55e-82
LOC105326562,receptor-type tyrosine-protein phosphatase epsilon,P18433.3,1.46e-80,C09D8.1c.1,1.3e-54,Lar-PD,6.84e-61,XP_030851933.1,4.02e-84
LOC105345728,receptor-type tyrosine-protein phosphatase epsilon,P18433.3,1.85e-74,C09D8.1c.1,4.82e-50,Lar-PD,3.02e-55,XP_030845628.1,6.71e-79
LOC117684317,receptor-type tyrosine-protein phosphatase epsilon-like,P18433.3,2.57e-78,C09D8.1c.1,2.87e-56,Lar-PD,1.35e-57,XP_030851933.1,5.13e-85
LOC117684318,multiple epidermal growth factor-like domains protein 10,Q96GP6.5,1.82e-30,Y64G10A.7b.1,8.23e-23,drpr-PD,2.69e-29,XP_030828510.1,4.15e-30
LOC117684319,multiple epidermal growth factor-like domains protein 10,P59222.1,4.6e-24,Y64G10A.7b.1,6.25e-18,drpr-PE,1.19e-20,XP_030829160.1,5.46e-22
LOC117684320,uncharacterized LOC117684320,Q4FQN5.1,0.99,ZK856.10.1,0.74,CG32187-PA,1.2,XP_797549.2,3.6
LOC117684321,uncharacterized LOC117684321,Q9BU19.1,0.048,T27E7.6.1,2.8,Med-PB,5.2,XP_030837618.1,0.015
LOC117684322,tyrosine-protein phosphatase 2-like,Q05909.1,1.72e-34,K04D7.4a.1,1.37e-28,csw-PC,6.86e-31,XP_030852106.1,1.9e-33
LOC105326354,"myb-related transcription factor, partner of profilin",Q8R4U1.1,0.001,Y79H2A.3c.1,2.1,CG7745-PA,0.47,XP_011677463.1,4.88e-10
LOC117684323,uncharacterized LOC117684323,Q38YN9.1,0.12,T08H4.1c.1,2,CG1951-PA,4.8,XP_030851177.1,3.31e-10
LOC117684324,uncharacterized LOC117684324,P34504.8,2.2,K04H4.2c.3,0.2,CG6614-PB,0.24,XP_030854222.1,4.5
LOC117684325,P2X purinoceptor 7-like,Q99572.4,1.54e-18,ZK1067.1c.1,0.99,CG44153-PB,0.23,XP_011664934.1,4.12e-28
LOC109620916,multiple epidermal growth factor-like domains protein 10,Q14162.3,1.85e-23,Y64G10A.7b.1,2.13e-19,drpr-PD,5.05e-21,XP_030842843.1,5.11e-24
LOC105322968,uncharacterized LOC105322968,Q1E4Z3.1,2.8,T21C9.3a.2,0.65,CG7214-PA,1.2,XP_030833985.1,0.000317
LOC117684330,centromere protein C-like,Q03188.2,2.13e-17,T03F1.9.2,0.000119,,,XP_030851952.1,4.12e-31
LOC105322969,HAUS augmin-like complex subunit 3,Q6DCY9.1,2.48e-75,D2013.5.1,0.041,Usp8-PB,6.8,XP_030834013.1,1.62e-153
LOC117684331,uncharacterized LOC117684331,P27502.1,2.31e-10,F36F2.3a.1,0.053,Gp150-PE,4.3,XP_030840360.1,0
LOC117684332,E3 ubiquitin-protein ligase TRIM36-like,Q5BIM1.1,0.000121,C39F7.2a.1,6.65e-05,CG33978-PC,1.9,XP_030833546.1,4.05e-08
LOC117684334,uncharacterized LOC117684334,O95972.2,6.33e-07,C53D6.2.2,0.000257,dpp-PA,0.00017,NP_001121540.1,2.76e-05
LOC109620149,elongin-C,P83940.1,7.27e-77,Y82E9BR.15.1,2.63e-61,EloC-PB,1.95e-73,XP_030838925.1,3.04e-77
LOC105334109,general transcription factor 3C polypeptide 3,Q9Y5Q9.1,0,ZK856.13.1,1.37e-58,CG8950-PB,2.1e-96,XP_011670360.2,6.74e-160
LOC117684335,uncharacterized LOC117684335,P24577.2,0.11,F33G12.5.2,4.3,CG43169-PA,0.021,XP_030852198.1,4.37e-125
LOC117684336,phospholipid-transporting ATPase ABCA1-like,P41233.4,1.28e-148,Y39D8C.1.1,1.01e-84,Abca3-PD,3.61e-94,XP_030852678.1,4.95e-143
LOC105334096,phospholipid-transporting ATPase ABCA1,P41233.4,0,F12B6.1b.1,2.03e-125,Abca3-PC,3.36e-128,XP_030852679.1,0
LOC109617611,prostaglandin E2 receptor EP4 subtype-like,P35408.1,2.33e-41,K10B4.4.1,1.86e-14,5-HT7-PB,5.51e-10,XP_011672390.1,4.65e-22
LOC105320228,prostaglandin E2 receptor EP4 subtype,P32240.1,6.63e-35,K10B4.4.1,4.22e-13,5-HT7-PB,9.12e-07,XP_011672390.1,1.95e-15
LOC105345402,DNA excision repair protein ERCC-6-like 2,A3KMX0.3,0,W06D4.6.1,4.75e-78,okr-PA,1.31e-59,XP_030852582.1,0
LOC105331377,atrial natriuretic peptide receptor 1,P16066.1,1.5e-151,T01A4.1a.1,1.1e-132,CG10738-PE,1.88e-129,XP_030852510.1,0
LOC105335129,relaxin receptor 2,P46023.1,7.17e-91,C50H2.1b.1,8.85e-36,Lgr4-PB,2.54e-68,XP_030850360.1,5.98e-84
LOC105318407,calumenin-B,B5X4E0.1,1.01e-61,M03F4.7a.2,7.48e-48,CG31650-PF,1.61e-56,XP_003728896.1,1.25e-54
